date,sales
2015-12-08,15077.460975
2015-12-09,16079.217023
2015-12-10,15915.868021
2015-12-11,23043.640884
2015-12-12,18663.11
2015-12-13,20067.43798
2015-12-14,16461.941978
2015-12-15,16037.750065
2015-12-16,16681.215006
2015-12-17,17078.992935
2015-12-18,24447.971015
2015-12-19,19533.553971999998
2015-12-20,21477.486989
2015-12-21,19533.64395
2015-12-22,19931.69318
2015-12-23,19225.564997
2015-12-24,18339.289
2015-12-26,19635.550985
2015-12-27,17337.202035
2015-12-28,17337.04795
2015-12-29,18735.067998
2015-12-30,20491.449996
2015-12-31,17751.823005
2016-01-01,397.749
2016-01-02,22850.042968
2016-01-03,24417.722
2016-01-04,19750.153001
2016-01-05,18885.02102
2016-01-06,18418.002985
2016-01-07,18593.697994
2016-01-08,26671.58117
2016-01-09,21369.003981
2016-01-10,23137.835962
2016-01-11,16731.37498
2016-01-12,17047.445024
2016-01-13,15277.04502
2016-01-14,17434.075996
2016-01-15,25854.497003
2016-01-16,21513.404044
2016-01-17,22316.445004
2016-01-18,16564.766965
2016-01-19,15086.372039
2016-01-20,16549.06896
2016-01-21,16612.17005
2016-01-22,23336.503024
2016-01-23,20282.671972
2016-01-24,21710.603968
2016-01-25,16395.862985
2016-01-26,15037.43798
2016-01-27,15119.606026
2016-01-28,16037.147995
2016-01-29,22650.420028
2016-01-30,21217.34404
2016-01-31,23832.117158
2016-02-01,20178.726996
2016-02-02,18976.31496
2016-02-03,16933.094004
2016-02-04,24358.415966
2016-02-05,25275.032973999998
2016-02-06,20700.797956
2016-02-07,16470.45199
2016-02-08,15403.007998000001
2016-02-09,16837.46698
2016-02-10,16838.617947
2016-02-11,16426.770974
2016-02-12,23527.205860000002
2016-02-13,18523.593924
2016-02-14,19917.383
2016-02-15,16338.244037
2016-02-16,16766.59301
2016-02-17,16211.78198
2016-02-18,16680.09803
2016-02-19,23728.281098
2016-02-20,19291.811046
2016-02-21,21110.18695
2016-02-22,16564.045045
2016-02-23,15540.375002
2016-02-24,15491.274976
2016-02-25,16770.550002
2016-02-26,22083.081986
2016-02-27,20001.23998
2016-02-28,21204.572024
2016-02-29,16805.438955
2016-03-01,20690.978008
2016-03-02,19205.905036
2016-03-03,19170.72398
2016-03-04,26192.21895
2016-03-05,22894.28802
2016-03-06,23491.565064
2016-03-07,17239.74303
2016-03-08,15178.11393
2016-03-09,15009.568012
2016-03-10,16455.27603
2016-03-11,22672.464896
2016-03-12,19796.42998
2016-03-13,20225.646044
2016-03-14,15606.02999
2016-03-15,15616.199993
2016-03-16,16178.185916
2016-03-17,16287.629013
2016-03-18,21597.437131
2016-03-19,19002.529094
2016-03-20,19041.136005
2016-03-21,15114.358904
2016-03-22,12536.833014
2016-03-23,12344.103005
2016-03-24,12822.967018
2016-03-25,13820.620016
2016-03-26,17433.532974
2016-03-27,17321.006991000002
2016-03-28,15425.510992
2016-03-29,14402.55504
2016-03-30,13991.31201
2016-03-31,16689.481974
2016-04-01,27827.79607
2016-04-02,24093.991881
2016-04-03,25268.064016
2016-04-04,16227.90704
2016-04-05,16197.025959999999
2016-04-06,17022.770950000002
2016-04-07,17396.705018
2016-04-08,25668.805978
2016-04-09,20319.93702
2016-04-10,21731.682019
2016-04-11,14984.54502
2016-04-12,15097.563038
2016-04-13,14406.589005
2016-04-14,16073.484
2016-04-15,23142.156877
2016-04-16,19142.916
2016-04-17,21135.105998
2016-04-18,18383.5390209
2016-04-19,17036.89297
2016-04-20,17582.46505
2016-04-21,16281.04796
2016-04-22,23642.46604
2016-04-23,21401.712937
2016-04-24,21198.511019999998
2016-04-25,15881.51101
2016-04-26,14866.414936
2016-04-27,14246.34201
2016-04-28,15231.642023
2016-04-29,29857.61191
2016-04-30,22315.244036
2016-05-01,26215.072032
2016-05-02,18499.65502
2016-05-03,18476.564
2016-05-04,17202.02402
2016-05-05,18500.597036
2016-05-06,32640.857018000002
2016-05-07,23590.428001
2016-05-08,16968.562006
2016-05-09,16805.80701
2016-05-10,15784.735999999999
2016-05-11,15155.692004
2016-05-12,16662.38508
2016-05-13,23245.072975
2016-05-14,19702.283083
2016-05-15,20925.75803
2016-05-16,16610.78499
2016-05-17,15459.39502
2016-05-18,14941.92602
2016-05-19,16394.744
2016-05-20,24227.718996
2016-05-21,19897.077004
2016-05-22,20561.45399
2016-05-23,15551.168946
2016-05-24,14648.582
2016-05-25,13827.276015
2016-05-26,17013.139978
2016-05-27,26373.875902
2016-05-28,17990.145
2016-05-29,18583.397018
2016-05-30,15855.25201
2016-05-31,23221.301019
2016-06-01,16747.787972
2016-06-02,19411.02086
2016-06-03,26673.98706
2016-06-04,22248.150016
2016-06-05,23283.55812
2016-06-06,16393.211924
2016-06-07,16584.536999
2016-06-08,15681.224979999999
2016-06-09,16065.040045
2016-06-10,23619.321867
2016-06-11,18235.573029
2016-06-12,19437.44694
2016-06-13,15027.045985
2016-06-14,15054.71705
2016-06-15,15358.701994
2016-06-16,17468.57601
2016-06-17,25907.785965
2016-06-18,22163.464778
2016-06-19,17436.023004
2016-06-20,16201.16199
2016-06-21,20729.04102
2016-06-22,14647.600979
2016-06-23,16449.37394
2016-06-24,28146.56792
2016-06-25,19412.02097
2016-06-26,20286.434989
2016-06-27,14961.204939
2016-06-28,13909.321978
2016-06-29,14195.085966
2016-06-30,15812.15494
2016-07-01,35206.95195
2016-07-02,22835.46297
2016-07-03,23312.047961
2016-07-04,17091.92893
2016-07-05,16882.343044
2016-07-06,16171.815
2016-07-07,17283.956987
2016-07-08,25884.884188
2016-07-09,19363.045994
2016-07-10,19848.16903
2016-07-11,15914.96296
2016-07-12,15212.931952
2016-07-13,19273.64641
2016-07-14,15600.41102
2016-07-15,25612.18502
2016-07-16,20047.23003
2016-07-17,20166.01398
2016-07-18,16706.379018
2016-07-19,15312.125984
2016-07-20,15481.221056
2016-07-21,16807.645
2016-07-22,25305.287985
2016-07-23,18951.191066
2016-07-24,18936.519985
2016-07-25,16620.46399
2016-07-26,15192.359992
2016-07-27,14338.565943
2016-07-28,21155.749295999998
2016-07-29,25662.483969
2016-07-30,20392.921013
2016-07-31,21131.518006
2016-08-01,20639.35296
2016-08-02,18202.893962000002
2016-08-03,17001.916086
2016-08-04,18147.355944
2016-08-05,31499.771101
2016-08-06,19197.74902
2016-08-07,18505.234109
2016-08-08,15979.42099
2016-08-09,14843.47702
2016-08-10,14183.74899
2016-08-11,17141.628004
2016-08-12,24121.21898
2016-08-13,16510.17803
2016-08-14,15880.233998
2016-08-15,16060.622965
2016-08-16,17287.66202
2016-08-17,21185.749975
2016-08-18,15586.160987
2016-08-19,24747.611994
2016-08-20,18916.759004
2016-08-21,18531.603076
2016-08-22,16102.381974
2016-08-23,15238.955
2016-08-24,15031.830942
2016-08-25,16092.41904
2016-08-26,29165.153996
2016-08-27,17876.89488
2016-08-28,18872.742946
2016-08-29,15581.85103
2016-08-30,14771.829996
2016-08-31,15584.21403
2016-09-01,19958.267985
2016-09-02,29755.319982
2016-09-03,23118.251028
2016-09-04,21303.38595
2016-09-05,16242.851041
2016-09-06,16968.65101
2016-09-07,15887.34499
2016-09-08,17593.22102
2016-09-09,24766.215006
2016-09-10,20747.652018
2016-09-11,19802.344011
2016-09-12,15073.679046
2016-09-13,14194.101085
2016-09-14,13997.314991
2016-09-15,17009.469975
2016-09-16,25864.419121
2016-09-17,20248.667
2016-09-18,21028.632914
2016-09-19,15447.127
2016-09-20,15274.11905
2016-09-21,14634.99699
2016-09-22,15816.640966
2016-09-23,26845.09103
2016-09-24,19921.15
2016-09-25,19476.45393
2016-09-26,14553.04798
2016-09-27,13304.465031
2016-09-28,13819.467045
2016-09-29,15386.30599
2016-09-30,26949.837924
2016-10-01,24851.20704
2016-10-02,24790.801
2016-10-03,17708.51194
2016-10-04,16152.439018
2016-10-05,16077.10698
2016-10-06,16417.72702
2016-10-07,114430.285038
2016-10-08,19757.820026
2016-10-09,21494.825005
2016-10-10,15348.199978
2016-10-11,13980.74497
2016-10-12,14352.371009
2016-10-13,26979.013016
2016-10-14,24570.092094
2016-10-15,19420.829015
2016-10-16,22402.564967
2016-10-17,15929.319061
2016-10-18,14605.689969
2016-10-19,14021.656984
2016-10-20,16526.153989
2016-10-21,25142.938002
2016-10-22,18384.343
2016-10-23,21091.25
2016-10-24,15277.551974
2016-10-25,15425.34298
2016-10-26,13868.928
2016-10-27,15922.219000000001
2016-10-28,24777.704006
2016-10-29,18634.32102
2016-10-30,19167.56005
2016-10-31,14605.924964
2016-11-01,17900.4
2016-11-02,20411.191996
2016-11-03,19860.163085
2016-11-04,25951.227119
2016-11-05,19652.028002
2016-11-06,21984.81914
2016-11-07,17429.857973
2016-11-08,16527.09406
2016-11-09,16351.156005
2016-11-10,16471.39304
2016-11-11,26497.377894
2016-11-12,19738.223036
2016-11-13,23191.469958
2016-11-14,15551.31496
2016-11-15,15918.51203
2016-11-16,16906.487994
2016-11-17,17402.579024
2016-11-18,27534.05929
2016-11-19,19229.974998
2016-11-20,22947.1639
2016-11-21,17318.45497
2016-11-22,16354.853013
2016-11-23,15835.327998
2016-11-24,17162.30504
2016-11-25,29411.102882
2016-11-26,18761.614018
2016-11-27,20688.480015
2016-11-28,15899.386016
2016-11-29,15097.807023
2016-11-30,14968.240972
2016-12-01,21157.97205
2016-12-02,29515.862887
2016-12-03,21766.080028
2016-12-04,24674.030974
2016-12-05,16850.336977
2016-12-06,19829.986034
2016-12-07,15777.386021
2016-12-08,17379.09301
2016-12-09,26208.46299
2016-12-10,17635.323022
2016-12-11,21008.21601
2016-12-12,15633.38597
2016-12-13,14966.973054
2016-12-14,14257.122022
2016-12-15,18623.224911
2016-12-16,28211.720088000002
2016-12-17,18739.30596
2016-12-18,22017.51808
2016-12-19,17719.915
2016-12-20,17819.420018
2016-12-21,18861.972932
2016-12-22,20362.70001
2016-12-23,25604.928987
2016-12-24,17521.645017
2016-12-26,19893.614113
2016-12-27,16959.17905
2016-12-28,18804.291991
2016-12-29,21696.050004
2016-12-30,28871.643034
2016-12-31,17660.828998
2017-01-01,270.711
2017-01-02,26380.205918
2017-01-03,23086.12908
2017-01-04,19932.560025
2017-01-05,19923.0671
2017-01-06,28491.328974
2017-01-07,22093.877
2017-01-08,23980.096002
2017-01-09,16576.09994
2017-01-10,17649.334048
2017-01-11,16630.859025
2017-01-12,17739.783998
2017-01-13,30410.80098
2017-01-14,22952.24203
2017-01-15,24100.74387
2017-01-16,17986.932059
2017-01-17,16725.919
2017-01-18,16301.009003
2017-01-19,17398.84299
2017-01-20,27656.93706
2017-01-21,21729.344004
2017-01-22,22306.132994
2017-01-23,16740.46002
2017-01-24,16224.801968
2017-01-25,15448.55005
2017-01-26,17153.054028
2017-01-27,25584.586998
2017-01-28,20265.839982
2017-01-29,21117.16002
2017-01-30,15113.08697
2017-01-31,16977.066020000002
2017-02-01,20030.00799
2017-02-02,20335.38896
2017-02-03,29413.965035
2017-02-04,23494.46102
2017-02-05,23254.94798
2017-02-06,17127.61501
2017-02-07,16869.889996
2017-02-08,16006.054024
2017-02-09,17764.623012
2017-02-10,26766.664035
2017-02-11,19181.15299
2017-02-12,21479.90093
2017-02-13,16833.219049
2017-02-14,14348.160034
2017-02-15,16202.592997
2017-02-16,17996.46504
2017-02-17,28501.951775999998
2017-02-18,23484.958783
2017-02-19,18286.340946
2017-02-20,16713.589034
2017-02-21,16149.218016
2017-02-22,15541.826044
2017-02-23,18375.67107
2017-02-24,27042.540986
2017-02-25,20458.15196
2017-02-26,16373.340972
2017-02-27,15854.04004
2017-02-28,18762.225004
2017-03-01,19711.98796
2017-03-02,20974.1111
2017-03-03,27352.666171
2017-03-04,22816.76291
2017-03-05,23749.936014
2017-03-06,16088.630976
2017-03-07,16613.435994
2017-03-08,15679.741979999999
2017-03-09,17633.98802
2017-03-10,25986.158973999998
2017-03-11,19745.79903
2017-03-12,22353.726032
2017-03-13,15863.142977
2017-03-14,14856.743034000001
2017-03-15,16384.687065
2017-03-16,19161.146037
2017-03-17,26999.98297
2017-03-18,20593.901006
2017-03-19,22762.547906
2017-03-20,17138.806997
2017-03-21,16646.36607
2017-03-22,15149.979044
2017-03-23,17284.914995
2017-03-24,26466.82577
2017-03-25,21278.505966
2017-03-26,21492.46495
2017-03-27,17306.316018
2017-03-28,15204.166015
2017-03-29,15614.46599
2017-03-30,17442.157982
2017-03-31,28591.46308
2017-04-01,29536.78306
2017-04-02,22178.91594
2017-04-03,16619.247022
2017-04-04,17789.174994
2017-04-05,16430.58296
2017-04-06,17804.269036
2017-04-07,25648.756964
2017-04-08,19780.603953
2017-04-09,20238.984049
2017-04-10,14479.800987999999
2017-04-11,13254.760021
2017-04-12,13084.10496
2017-04-13,14387.033002
2017-04-14,17449.509875
2017-04-15,18071.46692
2017-04-16,18889.307988
2017-04-17,16568.92702
2017-04-18,17674.017045
2017-04-19,16558.622108
2017-04-20,19576.117006
2017-04-21,27428.961878
2017-04-22,19452.173005
2017-04-23,22759.942056
2017-04-24,16091.291941
2017-04-25,15913.451035
2017-04-26,15348.182996
2017-04-27,17701.263982
2017-04-28,27681.03816
2017-04-29,21280.99895
2017-04-30,21525.591018
2017-05-01,24671.77996
2017-05-02,19136.379977
2017-05-03,17877.824031
2017-05-04,19648.523009
2017-05-05,27787.895997
2017-05-06,21055.864978
2017-05-07,23467.17799
2017-05-08,16248.44004
2017-05-09,15823.405934
2017-05-10,15585.425009999999
2017-05-11,17457.581016
2017-05-12,27271.623911
2017-05-13,22778.729046
2017-05-14,17754.16986
2017-05-15,17199.31902
2017-05-16,18416.451986
2017-05-17,17591.024024
2017-05-18,18006.98896
2017-05-19,26858.210006
2017-05-20,21335.10497
2017-05-21,23229.569096
2017-05-22,16188.835077
2017-05-23,15937.554005
2017-05-24,16588.81699
2017-05-25,17646.696966
2017-05-26,30105.769
2017-05-27,19836.08999
2017-05-28,20802.98701
2017-05-29,16965.245934
2017-05-30,15906.142966
2017-05-31,16497.78893
2017-06-01,20881.44099
2017-06-02,32031.362095
2017-06-03,23563.18801
2017-06-04,27245.56599
2017-06-05,18850.609019
2017-06-06,17775.43202
2017-06-07,17154.898979999998
2017-06-08,19140.55
2017-06-09,28515.327082
2017-06-10,20474.922035
2017-06-11,24034.652916
2017-06-12,15929.697015
2017-06-13,15567.988998
2017-06-14,15846.096997999999
2017-06-15,19968.20994
2017-06-16,31186.584979
2017-06-17,24022.969999
2017-06-18,19848.552021
2017-06-19,16422.54503
2017-06-20,18507.611008
2017-06-21,16534.59896
2017-06-22,18189.96098
2017-06-23,28814.422018
2017-06-24,20764.863976
2017-06-25,22326.528894
2017-06-26,16648.06904
2017-06-27,15391.94697
2017-06-28,15763.994026
2017-06-29,18033.714
2017-06-30,29744.527186
2017-07-01,26056.432025000002
2017-07-02,27089.56595
2017-07-03,19070.98897
2017-07-04,17678.678976
2017-07-05,19235.916093
2017-07-06,19707.792972
2017-07-07,28892.8161
2017-07-08,20379.455023
2017-07-09,22313.398914
2017-07-10,16261.260992
2017-07-11,16907.24601
2017-07-12,16141.286948
2017-07-13,18059.27095
2017-07-14,27462.45407
2017-07-15,20325.562036
2017-07-16,21527.66206
2017-07-17,18332.05697
2017-07-18,16981.936986
2017-07-19,16778.897024
2017-07-20,18586.33799
2017-07-21,29939.54318
2017-07-22,20568.153023
2017-07-23,22392.76494
2017-07-24,18858.202036
2017-07-25,16672.487934
2017-07-26,16620.173053
2017-07-27,18518.570956
2017-07-28,27798.671016
2017-07-29,20238.47985
2017-07-30,21829.517
2017-07-31,18101.85908
2017-08-01,21091.8681
2017-08-02,20151.530048
2017-08-03,20418.489996
2017-08-04,29885.10598
2017-08-05,21418.266
2017-08-06,22116.61919
2017-08-07,17640.57002
2017-08-08,15925.54206
2017-08-09,16879.122994
2017-08-10,19184.93903
2017-08-11,26944.09201
2017-08-12,17775.650112
2017-08-13,18633.015039
2017-08-14,16975.68604
2017-08-15,17928.170944
